times,cells
0,8677.14466756488
1.50000010000001,26920.8559895189
3.00000020000001,63176.862474499
4.50000030000002,249712.054657159
6.00000040000003,442178.369581165
7.50000050000003,802923.563655367
9.00000060000004,875907.621558767
10.5000007,856617.31079041
12.0000008000001,885705.601723845
13.5000009000001,912408.715921939
